sim_id,statistic,observed,expected,variance,p_value,tumour
309,551.703904995852,0.976827400926245,-6.25003906274414e-06,3.13493910009944e-06,0,T4
310,553.723321882533,0.98040596569385,-6.25003906274414e-06,3.1349585020934e-06,0,T4
311,553.563622066972,0.980122165893671,-6.25003906274414e-06,3.13495186020964e-06,0,T4
312,551.484055980522,0.976437820193836,-6.25003906274414e-06,3.13493703661056e-06,0,T4
313,555.465935027309,0.983491716279612,-6.25003906274414e-06,3.13496049215326e-06,0,T4
314,552.084296634935,0.977501290942716,-6.25003906274414e-06,3.13494152297407e-06,0,T4
315,555.562384828876,0.983662294459879,-6.25003906274414e-06,3.13495925496412e-06,0,T4
316,551.370308008226,0.976236498680859,-6.25003906274414e-06,3.13493753654606e-06,0,T4
317,550.635382279323,0.974935094183934,-6.25003906274414e-06,3.13493648815739e-06,0,T4
318,551.956264227145,0.977274927301715,-6.25003906274414e-06,3.13494362438702e-06,0,T4
319,555.353607646592,0.983292156133617,-6.25003906274414e-06,3.13495618608909e-06,0,T4
320,551.433129879219,0.976347777155356,-6.25003906274414e-06,3.1349378422843e-06,0,T4
321,551.955645502931,0.977273170202002,-6.25003906274414e-06,3.13493937978957e-06,0,T4
322,552.127412265214,0.977577832698772,-6.25003906274414e-06,3.13494282000496e-06,0,T4
323,555.798390394885,0.984079779685673,-6.25003906274414e-06,3.13495682182294e-06,0,T4
324,552.570502529705,0.978362785466778,-6.25003906274414e-06,3.13494555867234e-06,0,T4
325,555.173641347465,0.982973774452238,-6.25003906274414e-06,3.13495786479685e-06,0,T4
326,555.963956803731,0.984372691176546,-6.25003906274414e-06,3.13495531077693e-06,0,T4
327,555.568596885955,0.983672655467625,-6.25003906274414e-06,3.13495518873126e-06,0,T4
328,552.116009819471,0.977557469572021,-6.25003906274414e-06,3.13494170260248e-06,0,T4
329,555.170661966559,0.982969199637965,-6.25003906274414e-06,3.13496233244576e-06,0,T4
330,552.387630338585,0.978038612738443,-6.25003906274414e-06,3.13494310150098e-06,0,T4
331,555.633048917556,0.983787295854314,-6.25003906274414e-06,3.13495852114179e-06,0,T4
332,555.460082055848,0.983480927814138,-6.25003906274414e-06,3.13495778078674e-06,0,T4
333,554.379553643774,0.981568339358787,-6.25003906274414e-06,3.13496145261557e-06,0,T4
334,555.833383605102,0.984141672382136,-6.25003906274414e-06,3.13495640380142e-06,0,T4
335,552.03727477912,0.977417838758267,-6.25003906274414e-06,3.13494026321381e-06,0,T4
336,551.486346952177,0.976442412156874,-6.25003906274414e-06,3.13494047591561e-06,0,T4
337,555.567099477027,0.983670661732218,-6.25003906274414e-06,3.13495937991289e-06,0,T4
338,552.615227264379,0.978441650803665,-6.25003906274414e-06,3.13494348707643e-06,0,T4
339,552.695340934444,0.978583616725213,-6.25003906274414e-06,3.13494424622997e-06,0,T4
340,552.004801898523,0.977360679401856,-6.25003906274414e-06,3.13494242095563e-06,0,T4
341,552.421245741075,0.978098412637134,-6.25003906274414e-06,3.13494490430762e-06,0,T4
342,551.194378796147,0.97592520486893,-6.25003906274414e-06,3.13493883517955e-06,0,T4
343,553.12237625204,0.979341372066971,-6.25003906274414e-06,3.13495484987148e-06,0,T4
344,551.286472985628,0.976088300288266,-6.25003906274414e-06,3.13493906431405e-06,0,T4
345,555.902485214245,0.984263986600455,-6.25003906274414e-06,3.13495617597591e-06,0,T4
346,551.586443695808,0.976619245906125,-6.25003906274414e-06,3.13493793892279e-06,0,T4
347,555.313004155787,0.983220904488154,-6.25003906274414e-06,3.13496026801513e-06,0,T4
348,554.927308221248,0.982538312771449,-6.25003906274414e-06,3.13496227509264e-06,0,T4
349,554.957669004775,0.982591797230184,-6.25003906274414e-06,3.13496054066846e-06,0,T4
350,551.094695304812,0.975748521341459,-6.25003906274414e-06,3.13493763778707e-06,0,T4
351,555.494441733048,0.983542230205279,-6.25003906274414e-06,3.13496075011976e-06,0,T4
352,551.479514520302,0.976430040506551,-6.25003906274414e-06,3.13493871453125e-06,0,T4
353,551.483511614351,0.976437161225068,-6.25003906274414e-06,3.13493899423901e-06,0,T4
354,552.767124470114,0.978710730828487,-6.25003906274414e-06,3.13494434744211e-06,0,T4
355,555.263263970006,0.983133084193054,-6.25003906274414e-06,3.13496185458204e-06,0,T4
356,552.207141180466,0.977718649868037,-6.25003906274414e-06,3.13494058188507e-06,0,T4
357,555.753578963015,0.984000427947903,-6.25003906274414e-06,3.13495676147444e-06,0,T4
358,555.685562445294,0.983879303224471,-6.25003906274414e-06,3.13495232630227e-06,0,T4
359,555.599664090087,0.983728398338862,-6.25003906274414e-06,3.13495987896685e-06,0,T4
360,551.447003090374,0.97637215013072,-6.25003906274414e-06,3.13493661837735e-06,0,T4
361,555.553218438782,0.983646053939079,-6.25003906274414e-06,3.13495918689472e-06,0,T4
362,552.587785885539,0.97839318364639,-6.25003906274414e-06,3.13494425557008e-06,0,T4
363,551.554592067435,0.97656273590153,-6.25003906274414e-06,3.13493720515385e-06,0,T4
364,555.40055175243,0.983373330440653,-6.25003906274414e-06,3.13494379126415e-06,0,T4
365,555.838242938752,0.98414962567364,-6.25003906274414e-06,3.1349522592379e-06,0,T4
366,551.262004509802,0.976044669479216,-6.25003906274414e-06,3.13493708892385e-06,0,T4
367,551.02153865069,0.975618428496983,-6.25003906274414e-06,3.13493401667364e-06,0,T4
368,552.324775327252,0.977927077395359,-6.25003906274414e-06,3.13494152621456e-06,0,T4
369,552.344853806588,0.977963128958001,-6.25003906274414e-06,3.13494473868256e-06,0,T4
370,552.46686148237,0.978179003648676,-6.25003906274414e-06,3.13494378134818e-06,0,T4
371,551.036097245489,0.975644670613476,-6.25003906274414e-06,3.13493700518237e-06,0,T4
372,552.448713133368,0.97814671364201,-6.25003906274414e-06,3.13494277529213e-06,0,T4
373,554.91215713083,0.982511352990521,-6.25003906274414e-06,3.13496142299906e-06,0,T4
374,552.151285431892,0.977620005837727,-6.25003906274414e-06,3.13494220342137e-06,0,T4
375,555.657782142143,0.983831552909489,-6.25003906274414e-06,3.13496148370651e-06,0,T4
376,555.360050296189,0.983301689895008,-6.25003906274414e-06,3.13494424022921e-06,0,T4
377,551.783379102011,0.976967972228133,-6.25003906274414e-06,3.1349381782877e-06,0,T4
378,551.81691736271,0.977027618068968,-6.25003906274414e-06,3.13493987124176e-06,0,T4
379,552.248936372431,0.977793247779441,-6.25003906274414e-06,3.13494440571852e-06,0,T4
380,554.476780088009,0.981740470184265,-6.25003906274414e-06,3.13496134666675e-06,0,T4
381,550.921554527023,0.975441811955085,-6.25003906274414e-06,3.1349366700001e-06,0,T4
382,554.528365859902,0.981831752877858,-6.25003906274414e-06,3.13496100083063e-06,0,T4
383,552.152753133467,0.977622467730462,-6.25003906274414e-06,3.13494132616618e-06,0,T4
384,551.937526151921,0.9772412874674,-6.25003906274414e-06,3.13494065624665e-06,0,T4
385,551.555508717921,0.976564597739425,-6.25003906274414e-06,3.13493873857228e-06,0,T4
386,555.619040654129,0.983761355758951,-6.25003906274414e-06,3.13495127256154e-06,0,T4
387,555.53708139213,0.983617775593787,-6.25003906274414e-06,3.13496105847096e-06,0,T4
388,552.382447177017,0.978029376155522,-6.25003906274414e-06,3.13494272073159e-06,0,T4
389,555.748815293184,0.983990830981683,-6.25003906274414e-06,3.1349493541531e-06,0,T4
390,551.9325472946,0.977232452869597,-6.25003906274414e-06,3.13494053337726e-06,0,T4
391,552.214463326787,0.977732033427788,-6.25003906274414e-06,3.13494326968419e-06,0,T4
392,551.679231270157,0.976783607509648,-6.25003906274414e-06,3.13493841513043e-06,0,T4
393,552.249955403009,0.977794930628864,-6.25003906274414e-06,3.13494362712541e-06,0,T4
394,551.505412564556,0.976475655861062,-6.25003906274414e-06,3.1349371793222e-06,0,T4
395,555.881297789626,0.984226933833408,-6.25003906274414e-06,3.13495911448801e-06,0,T4
396,555.298242928616,0.983194924507027,-6.25003906274414e-06,3.13496126271066e-06,0,T4
397,551.343486989045,0.976189164729282,-6.25003906274414e-06,3.13493853006719e-06,0,T4
398,555.453430363651,0.98346973197146,-6.25003906274414e-06,3.13496148812172e-06,0,T4
399,551.540885083738,0.97653847209514,-6.25003906274414e-06,3.13493724009141e-06,0,T4
400,551.65077557416,0.976733210155041,-6.25003906274414e-06,3.13493832275893e-06,0,T4
